Account Name,Activity Date,Activity ID,Activity Name,Calculation1,FTEs,Hours this week,Covid Work,Datasource Filter,Hours last week,Manager ID,Manager,Name,Number of Records,Presales Activity Detail,Presales Activity Type,Time to Complete
Pulvinar Arcu Et LLC,3/3/2020,E9BF9F65-FE60-260D-614F-5353F1312EC9,mauris. Suspendisse aliquet molestie tellus.,4,0.030434783,,No,Yes,,308703 0221,Declan D. Puckett,Cheryl U. Perkins,1,General Help,Customer Success,4
Arcu Nunc Ltd,1/15/2020,9A201A0B-49CD-9FE8-F5C4-FF767278DF31,Covid interdum. Nunc sollicitudin commodo ipsum.,1.5,0.011413043,,Yes,Yes,,283270 2233,Kalia T. West,Zahir Y. Murphy,1,Analytics,Customer Success,1.5
Ipsum Consulting,1/31/2020,94B6890A-C818-BC67-2CF4-1BB9F3A093B8,"Suspendisse dui. Fusce diam nunc,",3,0.022826087,,No,Yes,,492932 1570,Wesley J. Hunt,Leroy Q. Barker,1,Training,Customer Success,3
Interdum Curabitur Dictum Institute,2/24/2020,E667A3DE-7227-693B-AC57-F0202E19A89A,justo sit amet nulla. Donec,9,0.079891304,,No,Yes,,816592 1225,Kelly C. Monroe,Grace A. Norman,1,Data Support,Customer Success,10.5
Tristique Ac Associates,2/26/2020,793B54BB-B5D5-CB2D-3CFA-77F7C3364CC8,Covid Mauris quis turpis vitae purus,8.5,0.076086957,,Yes,Yes,,519774 3759,Dolan X. Russo,Stacy E. Espinoza,1,Analytics,Customer Success,10
Nulla Inc.,2/4/2020,739632B5-0DC9-9B27-BBE7-23281D092C25,amet ornare lectus justo eu,7.5,0.068478261,,No,Yes,,362923 7078,August K. Schroeder,Kylie Y. Mendez,1,General Help,Customer Success,9
Ut Dolor Dapibus LLP,2/14/2020,D5427AE7-CFAC-17DD-20B8-0A7AF925CDF8,amet nulla. Donec non justo.,4,0.030434783,,No,Yes,,132285 6632,Neil K. Sherman,Kylan S. Stanton,1,Analytics,Customer Success,4
Vehicula Inc.,2/7/2020,C7A5CEA1-A559-7EF9-AA23-48647BE4737D,Covid fringilla purus mauris a nunc.,4,0.030434783,,Yes,Yes,,213163 1935,Nomlanga C. Tate,Beatrice M. Hickman,1,Advanced Analysis,Customer Success,4
Magna Foundation,2/24/2020,08FE0339-5BC5-103F-3118-6AFD1FC2DCA9,Aenean massa. Integer vitae nibh.,5.5,0.053260870,,No,Yes,,458063 8734,Caleb Q. Lott,Myles I. Nguyen,1,Analytics,Customer Success,7
Libero Donec Corporation,3/20/2020,8A22E060-D50C-9408-8F03-CDD132030ED0,vel sapien imperdiet ornare. In,7.5,0.068478261,,No,Yes,,915509 5285,Elliott C. Ortiz,Nathaniel K. Burton,1,Analytics,Customer Success,9
Aliquet Company,1/17/2020,26200B5B-5CE3-D1D2-11F3-C7812DE94BEA,molestie dapibus ligula. Aliquam erat,4,0.030434783,,No,Yes,,828673 5561,Holly P. Cameron,Maxwell O. Dickson,1,Analytics,Customer Success,4
Fermentum Foundation,1/9/2020,685E5A79-5D3B-3B71-0C19-7E8ACBB403D3,Suspendisse sed dolor. Fusce mi,4,0.030434783,,No,Yes,,012807 2394,Declan D. Puckett,Cheryl U. Perkins,1,General Help,Customer Success,4
In Hendrerit Consectetuer Associates,3/24/2020,9FA25FE7-D1AB-D08C-8239-CFB97856C852,Covid Suspendisse ac metus vitae velit,1,0.007608696,,Yes,Yes,1,327878 4446,James Z. Garrett,Reed B. Spence,1,Analytics,Customer Success,1
Nunc Institute,1/24/2020,AEEA6975-F33C-E903-FC4F-AF59A5D3C43B,porttitor eros nec tellus. Nunc,4,0.030434783,,No,Yes,,916391 9849,Ina E. Cochran,Cole J. Wilkinson,1,Analytics,Customer Success,4
Sed Nunc Incorporated,1/31/2020,0FC05D3C-8C77-936A-62FF-F4C21AADAF20,dictum augue malesuada malesuada. Integer,3.5,0.026630435,,No,Yes,,727273 3887,Dolan X. Russo,Audrey I. Kirby,1,Advanced Analysis,Customer Success,3.5
Mauris LLP,1/28/2020,EBAFAC39-EF09-1F4F-2593-D9653C4ED35A,Covid ligula. Aliquam erat volutpat. Nulla,3,0.034239130,,Yes,Yes,,127634 8834,Noel W. Tillman,Lucian K. Mcdonald,1,Analytics,Customer Success,4.5
Augue Eu Tempor Consulting,2/11/2020,4EEF17A2-32A8-A4FB-8C26-571E23C30A30,"Covid posuere, enim nisl elementum purus,",6.5,0.060869565,,Yes,Yes,,945427 4615,Kaden A. Chase,Stephanie U. Perry,1,Training,Customer Success,8
Risus Corporation,2/24/2020,1D59AC46-298D-F902-D458-6BC54D1D0B4B,Covid Aenean eget metus. In nec,2,0.015217391,,Yes,Yes,,502452 6625,Elliott C. Ortiz,Yuli L. Santana,1,General Help,Customer Success,2
Arcu Et Associates,1/27/2020,ABCA7659-A3D6-0C1B-8429-724EB6A2B85A,Covid auctor odio a purus. Duis,4,0.030434783,,Yes,Yes,,687196 0016,Zorita A. Byers,Unity K. Singleton,1,General Help,Customer Success,4
Morbi Non Corp.,1/17/2020,D283F5D5-DCA6-8042-459A-15107FC3DB93,"mi lorem, vehicula et, rutrum",3.5,0.038043478,,No,Yes,,079628 8389,Elliott C. Ortiz,Yuli L. Santana,1,Analytics,Customer Success,5
Odio Aliquam LLP,2/12/2020,A7692069-1DAC-49AD-986D-F6593584731A,"Covid quis, pede. Praesent eu dui.",7,0.064673913,,Yes,Yes,,145246 3258,Buffy Y. Flynn,Brock K. Ramsey,1,Analytics,Customer Success,8.5
Eget Lacus Mauris Ltd,2/25/2020,ABB1293A-477A-A02E-8330-C566F7FA5B50,neque. Nullam nisl. Maecenas malesuada,6.5,0.060869565,,No,Yes,,544392 9434,May R. Henderson,Halla Y. Quinn,1,General Help,Customer Success,8
Suscipit Nonummy Fusce LLC,3/13/2020,62EFC048-4EAF-640E-8CE2-EA9DD43D721C,erat volutpat. Nulla facilisis. Suspendisse,3.5,0.038043478,,No,Yes,,495601 6226,Mara Y. Mann,Ulla Q. Carr,1,Training,Customer Success,5
Lectus Nullam Inc.,2/5/2020,1A192C1F-9805-ABFA-7539-A506BC7942A8,Covid massa lobortis ultrices. Vivamus rhoncus.,8.5,0.076086957,,Yes,Yes,,769752 0380,Mara Y. Mann,Ulla Q. Carr,1,General Help,Customer Success,10
Metus Vitae Velit LLC,3/20/2020,EC9B365D-4692-36EA-B2F2-A18A82DB6BE1,"Covid Suspendisse aliquet, sem ut cursus",7.5,0.068478261,,Yes,Yes,,175918 8194,Buffy Y. Flynn,Georgia Q. Payne,1,Training,Customer Success,9
Odio Aliquam LLP,2/12/2020,464907C2-7893-5E59-AAD3-9794ECB39760,"mi enim, condimentum eget, volutpat",9,0.079891304,,No,Yes,,539004 5515,Buffy Y. Flynn,Brock K. Ramsey,1,Advanced Analysis,Customer Success,10.5
Vulputate Posuere PC,1/31/2020,6CBBEE66-E693-B247-6F27-8247EDD11C8D,"iaculis nec, eleifend non, dapibus",1.5,0.011413043,,No,Yes,,037029 0660,Luke D. Tyson,Aaron G. Foley,1,General Help,Customer Success,1.5
Ipsum Ac Company,2/13/2020,D8BA8DC0-F6DF-AD27-1266-1938CAE71A82,nisl. Maecenas malesuada fringilla est.,4,0.030434783,,No,Yes,,466400 6550,Luke D. Tyson,Calista Y. Higgins,1,Analytics,Customer Success,4
Elementum Consulting,3/26/2020,A56EB658-ACF6-7C9E-3B18-412DF2B91703,arcu vel quam dignissim pharetra.,2,0.015217391,,No,Yes,2,347641 3152,Belle J. Shaw,Bernard K. Shepard,1,Training,Customer Success,2
Purus Company,1/10/2020,1648539F-184D-5653-1766-DEF62DB795EE,"sed consequat auctor, nunc nulla",4,0.030434783,,No,Yes,,327437 2394,Kelly C. Monroe,Grace A. Norman,1,Data Support,Customer Success,4
Pede Ltd,2/5/2020,3DC3D21F-CAC0-9F72-7BEB-5A1ECA718A70,"Covid in magna. Phasellus dolor elit,",5,0.049456522,,Yes,Yes,,253398 4205,Kaden A. Chase,Ifeoma Z. Summers,1,Data Support,Customer Success,6.5
Nullam Enim Inc.,1/29/2020,375B6981-8AD8-C487-A217-E54AD57F733C,"mauris sapien, cursus in, hendrerit",1,0.007608696,,No,Yes,,318743 8050,Elliott C. Ortiz,Winifred I. Pope,1,Training,Customer Success,1
Magna LLC,1/8/2020,1FD8BCCF-7DAC-A6C4-1845-85FF5D9B4738,consequat enim diam vel arcu.,3.5,0.038043478,,No,Yes,,606344 4563,Kaden A. Chase,Ifeoma Z. Summers,1,General Help,Customer Success,5
Dui Semper Et PC,1/14/2020,4E20908F-9E8E-177A-3516-39C19EC7AFB7,sem eget massa. Suspendisse eleifend.,3,0.022826087,,No,Yes,,967453 8336,Gareth I. Gardner,Pamela I. Barnett,1,Analytics,Customer Success,3
Sapien Institute,2/25/2020,96F01DB2-150A-EFBE-96FE-F1321C6C820A,"In lorem. Donec elementum, lorem",3.5,0.038043478,,No,Yes,,857118 0366,Elliott C. Ortiz,Nathaniel K. Burton,1,Data Support,Customer Success,5
Odio Aliquam LLP,3/19/2020,FD6992CA-3266-2D0F-46A6-2A2FF6C7B522,"nec, diam. Duis mi enim,",3.5,0.038043478,,No,Yes,,154289 3340,Buffy Y. Flynn,Brock K. Ramsey,1,Advanced Analysis,Customer Success,5
Netus Institute,3/24/2020,279D3B51-12D0-303C-BDE3-E8EBD721FF05,Covid Proin ultrices. Duis volutpat nunc,3,0.022826087,,Yes,Yes,3,047612 4102,Elliott C. Ortiz,Yuli L. Santana,1,General Help,Customer Success,3
Odio A Corporation,2/4/2020,2104A0A4-77D3-9C9B-1A9F-AE7E04C969DB,"semper egestas, urna justo faucibus",3.5,0.038043478,,No,Yes,,315888 4910,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,5
Suscipit Nonummy Fusce LLC,2/6/2020,8115B4A9-D8D9-9AB8-4EDA-D73C1869FB64,eget metus eu erat semper,6.5,0.060869565,,No,Yes,,514673 9379,Mara Y. Mann,Ulla Q. Carr,1,Training,Customer Success,8
Phasellus Ltd,1/10/2020,41B2E293-39C6-B910-4A63-1ED8DAE7C568,"diam at pretium aliquet, metus",4,0.030434783,,No,Yes,,909814 4653,James Z. Garrett,Roanna B. Langley,1,Analytics,Customer Success,4
Metus Vivamus Industries,3/23/2020,6E232D78-D90C-75AE-ECEB-F54E180B3A38,"elit sed consequat auctor, nunc",1,0.007608696,,No,Yes,1,263188 0016,Elliott C. Ortiz,Yuli L. Santana,1,Advanced Analysis,Customer Success,1
Nec Ante Foundation,1/15/2020,F905BA20-5C1B-F4DE-C001-21849F09386E,odio. Nam interdum enim non,1.5,0.011413043,,No,Yes,,483587 7897,Dolan X. Russo,Rogan M. Le,1,Advanced Analysis,Customer Success,1.5
Vitae Limited,3/9/2020,961572C5-6922-AB8B-0D74-DF1E9664B748,ultricies ligula. Nullam enim. Sed,2,0.015217391,,No,Yes,,585826 5746,Declan D. Puckett,Cheryl U. Perkins,1,Advanced Analysis,Customer Success,2
Cum Inc.,1/28/2020,0B533365-75BA-FB3E-F6B6-1F77A3E28391,Covid dictum. Proin eget odio. Aliquam,2,0.015217391,,Yes,Yes,,678824 7010,Malcolm L. Greer,Wayne W. Roy,1,Advanced Analysis,Customer Success,2
Lectus Nullam Inc.,2/12/2020,F62B4A38-A569-EFD5-AED3-F94DB7856406,"elementum at, egestas a, scelerisque",2,0.015217391,,No,Yes,,907370 9918,Mara Y. Mann,Ulla Q. Carr,1,Advanced Analysis,Customer Success,2
Magna Industries,2/14/2020,95E3B83D-FD59-1823-13E7-11146E18A4CC,luctus et ultrices posuere cubilia,2,0.015217391,,No,Yes,,824320 6284,May R. Henderson,Maxwell P. Cole,1,Advanced Analysis,Customer Success,2
Purus Gravida Company,2/6/2020,E4467962-6902-3501-8595-CFF3338E1736,sit amet orci. Ut sagittis,2,0.015217391,,No,Yes,,325684 5276,Tasha V. Sellers,Anastasia J. Myers,1,Advanced Analysis,Customer Success,2
Id Enim Industries,1/28/2020,95F8543E-7880-E550-5D4E-7ABA7E1901D0,gravida mauris ut mi. Duis,2.5,0.019021739,,No,Yes,,036632 1248,Benjamin H. Contreras,Rudyard E. Finch,1,Advanced Analysis,Customer Success,2.5
Lacinia At Iaculis Corp.,2/28/2020,3634BF8E-C577-D936-3E94-CB522D50E886,Covid ac arcu. Nunc mauris. Morbi,2.5,0.019021739,,Yes,Yes,,316018 8920,May R. Henderson,Maxwell P. Cole,1,Advanced Analysis,Customer Success,2.5
Arcu Institute,1/15/2020,A74553AA-ADD2-7FBB-79EC-B42C2DEF5D89,"Covid facilisis facilisis, magna tellus faucibus",3.5,0.026630435,,Yes,Yes,,749499 2410,Belle J. Shaw,Mariko J. Elliott,1,Advanced Analysis,Customer Success,3.5
Ante Maecenas Consulting,2/25/2020,4F6ADB88-597D-E49C-6D54-27F98FE46384,Vivamus sit amet risus. Donec,3.5,0.038043478,,No,Yes,,046780 5933,Holly P. Cameron,Dale C. Holmes,1,Advanced Analysis,Customer Success,5
Aliquam Eu Corp.,1/14/2020,CA5DC008-FF2A-1F8C-7AB8-34554C90E4FE,"mauris sapien, cursus in, hendrerit",3.5,0.038043478,,No,Yes,,575359 9793,Karen K. Cote,Hiram D. Wilkinson,1,Advanced Analysis,Customer Success,5
Odio Corp.,3/25/2020,351C8F25-43C0-FC72-23F0-FF687027E987,"Covid rutrum urna, nec luctus felis",4,0.030434783,,Yes,Yes,4,172364 0718,Zorita A. Byers,Jerome X. Wynn,1,Advanced Analysis,Customer Success,4
Tellus Limited,1/14/2020,AF989BB4-0FE0-F0C7-6CA7-ACA6F25D7C78,Covid turpis nec mauris blandit mattis.,4.5,0.045652174,,Yes,Yes,,893875 1297,Gareth I. Gardner,Pamela I. Barnett,1,Advanced Analysis,Customer Success,6
Augue Eu Tempor Consulting,2/10/2020,044299AF-ED98-42A4-547D-B9B786D29544,Covid Sed nec metus facilisis lorem,4.5,0.045652174,,Yes,Yes,,413080 6047,Kaden A. Chase,Stephanie U. Perry,1,Advanced Analysis,Customer Success,6
Ipsum Consulting,1/30/2020,ECDE5BB1-1746-CB24-853A-31354F0DFAA1,Morbi vehicula. Pellentesque tincidunt tempus,5.5,0.053260870,,No,Yes,,167224 2748,Neil K. Sherman,Aphrodite E. Bishop,1,Advanced Analysis,Customer Success,7
Adipiscing Industries,3/13/2020,FA171431-C8A2-41DD-1631-BC765267068F,"leo. Morbi neque tellus, imperdiet",6,0.057065217,,No,Yes,,009114 2430,Neil K. Sherman,Gregory M. Lamb,1,Advanced Analysis,Customer Success,7.5
At Industries,2/10/2020,4AE91C79-9086-D7D3-0218-422460530D6D,Cras dictum ultricies ligula. Nullam,7.5,0.068478261,,No,Yes,,883143 3803,Benjamin H. Contreras,Shannon P. Stokes,1,Advanced Analysis,Customer Success,9
Lacus Nulla Company,1/23/2020,68F2F0D3-3DCF-F352-7E2A-2172208CF4D9,"est, congue a, aliquet vel,",7.5,0.068478261,,No,Yes,,536310 2939,Stewart Y. Nixon,Mufutau F. Figueroa,1,Advanced Analysis,Customer Success,9
Pede Ultrices A Incorporated,3/20/2020,3EA18470-7B68-D79F-E163-980DD18F7810,Covid massa non ante bibendum ullamcorper.,8.5,0.076086957,,Yes,Yes,,518399 2014,Elliott C. Ortiz,Winifred I. Pope,1,Advanced Analysis,Customer Success,10
Sem Mollis Dui Institute,2/3/2020,C6BC49FB-797F-B5F3-D950-36A27CA34C73,"eu lacus. Quisque imperdiet, erat",8.5,0.076086957,,No,Yes,,194735 9509,Kaden A. Chase,Stephanie U. Perry,1,Advanced Analysis,Customer Success,10
A Limited,1/6/2020,48F2BDC7-6B65-62DD-4BC6-7C3C269EB6FE,purus gravida sagittis. Duis gravida.,8.5,0.076086957,,No,Yes,,804577 0230,Noel W. Tillman,Lucian K. Mcdonald,1,Advanced Analysis,Customer Success,10
Vulputate Posuere PC,2/4/2020,5583CB70-4F2D-9779-B896-9B05DEC24CA0,"Covid et, magna. Praesent interdum ligula",9,0.079891304,,Yes,Yes,,425238 5408,Luke D. Tyson,Aaron G. Foley,1,Advanced Analysis,Customer Success,10.5
Venenatis Consulting,1/15/2020,AB4315F0-6D79-2676-059E-A40EF0732FC3,"malesuada vel, convallis in, cursus",1,0.007608696,,No,Yes,,542839 7334,August K. Schroeder,Kylie Y. Mendez,1,Analytics,Customer Success,1
Sit Consulting,3/23/2020,26519D76-CB34-DAD1-B501-B7B240BB5A28,Vivamus molestie dapibus ligula. Aliquam,1,0.007608696,,No,Yes,1,382115 0285,Buffy Y. Flynn,Georgia Q. Payne,1,Analytics,Customer Success,1
Suspendisse Sed Ltd,1/30/2020,76197A8A-0D27-1339-38DB-2430E2B239DF,"mi enim, condimentum eget, volutpat",1,0.007608696,,No,Yes,,422539 4487,Ina E. Cochran,Kasper R. Marshall,1,Analytics,Customer Success,1
Hendrerit Neque Industries,2/5/2020,4A6CD18C-7979-205B-FD6A-7129F2A41DD0,Covid natoque penatibus et magnis dis,1,0.007608696,,Yes,Yes,,176543 7072,James Z. Garrett,Reed B. Spence,1,Analytics,Customer Success,1
Aenean Sed Limited,2/24/2020,81EA341B-02CE-012C-713D-3E75AB26000F,"Covid id, mollis nec, cursus a,",1,0.007608696,,Yes,Yes,,754320 3710,Kaden A. Chase,Stephanie U. Perry,1,Analytics,Customer Success,1
Gravida Aliquam Tincidunt Inc.,1/29/2020,1EA1E466-A50A-DE5D-14B0-7E5A3FE6F46F,"ut erat. Sed nunc est,",1,0.007608696,,No,Yes,,268904 3418,Tasha V. Sellers,Dolan J. Mayo,1,Analytics,Customer Success,1
Metus Urna Convallis Limited,2/12/2020,A434E02F-B3BD-DFE7-A2F6-6CA9405FE595,"Covid metus. In lorem. Donec elementum,",1,0.007608696,,Yes,Yes,,138559 3718,Zorita A. Byers,Jerome X. Wynn,1,Analytics,Customer Success,1
Duis Dignissim Tempor LLP,2/26/2020,C3581521-5089-C0D3-5E29-1DAE47CC2B14,egestas ligula. Nullam feugiat placerat,1.5,0.011413043,,No,Yes,,674606 6908,James Z. Garrett,Roanna B. Langley,1,Analytics,Customer Success,1.5
Neque Consulting,2/7/2020,C7F8D36D-D3F6-2C2E-AB2E-8345BC51D844,velit justo nec ante. Maecenas,1.5,0.011413043,,No,Yes,,379992 5833,Nomlanga C. Tate,Beatrice M. Hickman,1,Analytics,Customer Success,1.5
Neque Nullam Nisl Ltd,1/29/2020,9E505F30-F8F3-25B9-A69B-18454D0ACC32,"eget varius ultrices, mauris ipsum",2,0.015217391,,No,Yes,,548199 6451,Dolan X. Russo,Stacy E. Espinoza,1,Analytics,Customer Success,2
Risus Donec Nibh LLP,2/24/2020,8809027B-1BAB-45CB-567E-1C858D945B9A,"dolor dolor, tempus non, lacinia",2,0.015217391,,No,Yes,,204107 4135,Dolan X. Russo,Audrey I. Kirby,1,Analytics,Customer Success,2
Nisi Cum Sociis Inc.,1/13/2020,30345B0A-BC18-AEBA-19AC-AC4B3163062E,Covid neque non quam. Pellentesque habitant,2,0.015217391,,Yes,Yes,,722082 4804,Lucian N. Rosales,Kellie Q. Melendez,1,Analytics,Customer Success,2
Eu Odio PC,1/10/2020,05224205-7156-6ECC-9679-89D909662DD4,"mi, ac mattis velit justo",2,0.015217391,,No,Yes,,903889 8483,Luke D. Tyson,Conan O. Huffman,1,Analytics,Customer Success,2
Metus Urna Convallis Limited,2/24/2020,E4D5A7AF-CA13-FF9B-AC7B-A18F21110974,nascetur ridiculus mus. Proin vel,2,0.015217391,,No,Yes,,048832 7719,Zorita A. Byers,Jerome X. Wynn,1,Analytics,Customer Success,2
A Ultricies Incorporated,1/28/2020,45397F1F-15D6-6279-04C5-0E173A63A370,"in magna. Phasellus dolor elit,",3,0.022826087,,No,Yes,,645640 3291,May R. Henderson,Keaton Z. Calderon,1,Analytics,Customer Success,3
Sem Nulla LLC,1/29/2020,88F11FE8-FFD9-B330-8AC9-B8D3208BB3BF,"at, iaculis quis, pede. Praesent",3,0.034239130,,No,Yes,,303384 6480,April F. David,Illana D. Hewitt,1,Analytics,Customer Success,4.5
Sociis Inc.,3/9/2020,1B8904C0-32E8-B956-0F00-D8A59DB4767C,neque. Morbi quis urna. Nunc,3,0.034239130,,No,Yes,,347364 3793,Hadley J. Noel,Dennis A. Schultz,1,Analytics,Customer Success,4.5
Nisi Nibh Ltd,2/25/2020,8AAF50C5-5497-66F0-1609-ACB74C0B1A0C,"Covid Maecenas mi felis, adipiscing fringilla,",3,0.034239130,,Yes,Yes,,822393 2677,James Z. Garrett,Roanna B. Langley,1,Analytics,Customer Success,4.5
Metus In Ltd,2/5/2020,46082E9A-A0F6-DE0A-634D-031EF149E9A7,"dictum placerat, augue. Sed molestie.",3.5,0.038043478,,No,Yes,,598124 9484,Elliott C. Ortiz,Winifred I. Pope,1,Analytics,Customer Success,5
Phasellus Ltd,1/10/2020,B50832EE-0A26-C77F-58DA-590EE67C05EB,"varius orci, in consequat enim",3.5,0.038043478,,No,Yes,,945129 0325,James Z. Garrett,Roanna B. Langley,1,Analytics,Customer Success,5
Est Nunc Laoreet LLC,2/21/2020,D218720B-6B7B-155A-8F77-30937D7F0921,"iaculis quis, pede. Praesent eu",3.5,0.038043478,,No,Yes,,389466 6084,Lael W. Moore,Mollie Q. Morgan,1,Analytics,Customer Success,5
Adipiscing Industries,3/13/2020,71036D22-91DE-A773-37E2-061FF56C68CA,neque. Sed eget lacus. Mauris,3.5,0.038043478,,No,Yes,,554988 7650,Neil K. Sherman,Gregory M. Lamb,1,Analytics,Customer Success,5
At Industries,2/10/2020,1267C650-41BB-330A-E2CF-8434FCD4659D,Covid Nullam ut nisi a odio,4,0.030434783,,Yes,Yes,,654664 9952,Benjamin H. Contreras,Shannon P. Stokes,1,Analytics,Customer Success,4
Ac Mattis Company,1/23/2020,2536AAE5-2FE6-333A-E999-1C4DBC86ABE0,"orci, consectetuer euismod est arcu",4,0.030434783,,No,Yes,,048868 5082,Elliott C. Ortiz,Zenaida X. Sullivan,1,Analytics,Customer Success,4
Erat Eget Tincidunt Company,3/3/2020,B13AE725-F550-F642-95D9-D1E036BDDB70,Covid natoque penatibus et magnis dis,4,0.030434783,,Yes,Yes,,549710 7432,Hashim E. Delacruz,Garrison Y. Hahn,1,Analytics,Customer Success,4
Augue Eu Tempor Consulting,1/22/2020,7917F25E-EB30-237F-652A-16C185FF3353,lacinia mattis. Integer eu lacus.,4,0.041847826,,No,Yes,,358546 9251,Kaden A. Chase,Stephanie U. Perry,1,Analytics,Customer Success,5.5
Suspendisse Dui LLP,3/13/2020,BC9CD311-0132-D32A-71A8-027FA9E0656D,Covid a sollicitudin orci sem eget,4.5,0.045652174,,Yes,Yes,,844080 8643,Holly P. Cameron,Florence T. Bullock,1,Analytics,Customer Success,6
Malesuada Corp.,2/12/2020,E49916F7-B39A-ACD5-1BFF-EC9B1668CDA5,"magna. Phasellus dolor elit, pellentesque",4.5,0.045652174,,No,Yes,,145848 0298,James Z. Garrett,Reed B. Spence,1,Analytics,Customer Success,6
Vitae Posuere Foundation,3/6/2020,EDB7C9E6-DDD9-1386-B521-3582EF29B4CA,Covid In tincidunt congue turpis. In,4.5,0.045652174,,Yes,Yes,,993207 8257,Sage X. Holland,Karly D. Clements,1,Analytics,Customer Success,6
Lobortis Mauris Corporation,1/10/2020,13D6B3D2-2505-13A8-7E10-D1A9FDC53A3C,nec ante blandit viverra. Donec,5,0.049456522,,No,Yes,,027454 0517,Luke D. Tyson,Keegan B. Terry,1,Analytics,Customer Success,6.5
Donec Consectetuer Mauris Incorporated,3/10/2020,9F16FA27-FF83-788B-7478-F4E59DE87FB3,massa non ante bibendum ullamcorper.,5.5,0.053260870,,No,Yes,,435583 1357,Declan D. Puckett,Cheryl U. Perkins,1,Analytics,Customer Success,7
Ante Maecenas Consulting,1/28/2020,9AD09334-58F8-D13F-E74D-E8F442470221,"in aliquet lobortis, nisi nibh",5.5,0.053260870,,No,Yes,,699483 0922,Hashim E. Delacruz,Garrison Y. Hahn,1,Analytics,Customer Success,7
Ante Maecenas Consulting,3/4/2020,F58D4C51-7395-D888-323C-2227D914B989,Vestibulum ante ipsum primis in,5.5,0.053260870,,No,Yes,,434326 5981,Holly P. Cameron,Dale C. Holmes,1,Analytics,Customer Success,7
Et Limited,2/13/2020,AD3C3348-63BA-FDD5-CF37-E06CFCDF40C9,Covid tristique senectus et netus et,5.5,0.053260870,,Yes,Yes,,522002 6404,Ina E. Cochran,Kasper R. Marshall,1,Analytics,Customer Success,7
Fermentum PC,1/15/2020,DF00FF05-13DC-0868-DA6E-048FBBD15856,fames ac turpis egestas. Aliquam,5.5,0.053260870,,No,Yes,,327252 8948,James Z. Garrett,Reed B. Spence,1,Analytics,Customer Success,7
Tempor Arcu Ltd,1/15/2020,E28F3F30-E113-8E75-90C5-32066F641020,ad litora torquent per conubia,5.5,0.053260870,,No,Yes,,569936 0672,Kaden A. Chase,Stephanie U. Perry,1,Analytics,Customer Success,7
Aenean Sed Limited,1/16/2020,91D40A64-6956-7DB1-06B3-F52239D1CE66,Sed malesuada augue ut lacus.,5.5,0.053260870,,No,Yes,,386061 0124,Kaden A. Chase,Walter F. Gill,1,Analytics,Customer Success,7
Augue Eu Tempor Consulting,3/16/2020,D25655F2-7941-ABAF-13D5-1AC9C3AD3455,tempor arcu. Vestibulum ut eros,5.5,0.053260870,,No,Yes,,264188 3075,Kaden A. Chase,Stephanie U. Perry,1,Analytics,Customer Success,7
Eu Industries,1/22/2020,A2DE28AB-E5A3-20BA-C12B-4FBC6265E951,fringilla est. Mauris eu turpis.,5.5,0.053260870,,No,Yes,,515601 6270,Karen K. Cote,Eric X. Brooks,1,Analytics,Customer Success,7
Hendrerit Institute,1/23/2020,7B0580D4-AF21-CC81-0B56-09DEF431C9F6,luctus et ultrices posuere cubilia,5.5,0.053260870,,No,Yes,,124605 3043,Karen K. Cote,Davis X. Gallegos,1,Analytics,Customer Success,7
Est Nunc Laoreet LLC,2/17/2020,81BB0F9E-70D3-875E-9F11-AB67BC0930CD,"est, congue a, aliquet vel,",5.5,0.053260870,,No,Yes,,083081 5072,Lael W. Moore,Mollie Q. Morgan,1,Analytics,Customer Success,7
Ipsum Ac Company,2/13/2020,7A5EE88E-C9D3-9BEE-BA39-58A2D20BEF68,"Covid lacinia vitae, sodales at, velit.",5.5,0.053260870,,Yes,Yes,,175220 5581,Luke D. Tyson,Jeremy F. Nash,1,Analytics,Customer Success,7
Mauris LLP,1/28/2020,C5909936-B67C-DA03-79F1-F7EA19E1356A,Cum sociis natoque penatibus et,5.5,0.053260870,,No,Yes,,846405 9073,Noel W. Tillman,Lucian K. Mcdonald,1,Analytics,Customer Success,7
Eu Nibh Corporation,3/25/2020,EBF41F66-34CC-F572-D28F-B41E9247937B,Covid Proin non massa non ante,6,0.057065217,,Yes,Yes,7.5,472757 2135,Elliott C. Ortiz,Yuli L. Santana,1,Analytics,Customer Success,7.5
Morbi Non Corp.,3/27/2020,0A42543B-9ED6-5BCB-5706-84311483276E,imperdiet dictum magna. Ut tincidunt,6.5,0.060869565,,No,Yes,8,414575 1576,Buffy Y. Flynn,Brock K. Ramsey,1,Analytics,Customer Success,8
Felis Purus Ac LLC,1/16/2020,387A1B42-0376-D90E-DE08-F2C0B6E0F3A2,Covid dui augue eu tellus. Phasellus,6.5,0.060869565,,Yes,Yes,,837369 5181,Dolan X. Russo,Audrey I. Kirby,1,Analytics,Customer Success,8
Donec Consectetuer Mauris Incorporated,3/17/2020,404402A0-3B8D-287A-3108-EB1554E5C8B2,hymenaeos. Mauris ut quam vel,7,0.064673913,,No,Yes,,816544 6256,Declan D. Puckett,Cheryl U. Perkins,1,Analytics,Customer Success,8.5
