Highlight region,Use Me,City,Colors,Country,Customer Name,Discount,Latitude,Longitude,Make,Model Year,Model,Number of Records,Order ID,Price,Profit,Purchase Date,Region,State,Zip Code
True,Greeley,Greeley,Yellow,United States,Sylvia Tett,0.42,40.5009,-104.315,Audi,2014,TT,1,643,36309,8479,12/20/2018,West,Colorado,80638
False,Tallahassee,Tallahassee,Yellow,United States,Hy Purser,0.51,30.4478,-84.3211,Mitsubishi,2014,Tundra,1,143,84378,2753,2/24/2016,South,Florida,32304
False,Orlando,Orlando,Yellow,United States,Tamiko Birdall,0.49,28.3822,-81.569,Volkswagen,2014,Tiguan,1,931,32211,11131,6/26/2018,South,Florida,32830
False,Cape Coral,Cape Coral,Yellow,United States,Ignacio Padly,0.58,26.6599,-81.8934,Volkswagen,2014,GLI,1,784,88304,33783,1/25/2017,South,Florida,33915
False,Fort Wayne,Fort Wayne,Yellow,United States,Dynah Bellefant,0.78,41.0456,-85.3058,Nissan,2014,Titan,1,63,24077,19663,12/1/2018,East,Indiana,46814
False,Gaithersburg,Gaithersburg,Yellow,United States,Crystal Reuss,0.44,39.0883,-77.1568,Buick,2014,Lucerne,1,456,61969,21497,1/26/2015,East,Maryland,20883
False,Springfield,Springfield,Yellow,United States,Eartha Drover,0.47,42.1707,-72.6048,Ford,2014,F-Series Super Duty,1,501,94132,26699,5/16/2017,East,Massachusetts,01152
False,Saint Paul,Saint Paul,Yellow,United States,Gasparo Drowsfield,0.07,45.071,-92.9391,Kia,2014,Rondo,1,159,34041,8917,12/29/2018,Central,Minnesota,55115
False,Kansas City,Kansas City,Yellow,United States,Isaac Voyce,0.72,39.035,-94.3567,Mitsubishi,2014,Lancer,1,511,45642,11360,3/18/2018,Central,Missouri,64142
True,Las Vegas,Las Vegas,Yellow,United States,Heindrick Duck,0.32,35.9279,-114.9721,Hyundai,2014,Tucson,1,96,50378,53701,8/17/2018,West,Nevada,89193
False,New York City,New York City,Yellow,United States,Wilmette Klugel,0.25,40.7808,-73.9772,Ford,2014,Ranger,1,777,40456,45654,12/15/2018,East,New York,10125
False,Schenectady,Schenectady,Yellow,United States,Diandra Hasling,0.15,42.8333,-74.058,Infiniti,2014,FX,1,249,78597,11992,4/2/2017,East,New York,12325
False,Cleveland,Cleveland,Yellow,United States,Conway Towse,0.61,41.4335,-81.6323,Hyundai,2014,Tiburon,1,565,84657,48858,4/1/2018,East,Ohio,44125
True,Beaverton,Beaverton,Yellow,United States,Carlota Shirtliff,0.1,45.5486,-123.1147,Ford,2014,F350,1,490,58883,7780,7/17/2016,West,Oregon,97075
False,Pittsburgh,Pittsburgh,Yellow,United States,Auguste Hurcombe,0.12,40.4344,-80.0248,Chevrolet,2014,Malibu,1,663,33809,39782,6/4/2016,East,Pennsylvania,15250
False,El Paso,El Paso,Yellow,United States,Angel Mardle,0.48,31.6948,-106.3,Lincoln,2014,Navigator L,1,539,53281,14293,9/14/2017,South,Texas,88535
False,Norfolk,Norfolk,Yellow,United States,Barnabas MacGhee,0.89,36.9312,-76.2397,Cadillac,2014,STS,1,111,25555,20733,3/6/2018,East,Virginia,23551
False,Milwaukee,Milwaukee,Yellow,United States,Beverlee Robun,0.47,43.0528,-87.9353,Toyota,2014,Venza,1,692,22080,13986,9/4/2017,Central,Wisconsin,53205
False,North Little Rock,North Little Rock,Blue,United States,Joshia Jennrich,0.17,34.8337,-92.3289,Audi,2015,A8,1,55,35746,22807,7/16/2016,South,Arkansas,72118
True,San Francisco,San Francisco,Blue,United States,Jock Woodard,0.23,37.7786,-122.4892,Ford,2015,Taurus,1,136,95680,29101,6/19/2018,West,California,94121
True,Denver,Denver,Blue,United States,Miguela Cortese,0.45,39.6888,-105.156,Chevrolet,2015,Corvette,1,973,78928,36835,2/19/2015,West,Colorado,80228
False,Peoria,Peoria,Blue,United States,Jourdan Matveyev,0.47,40.7681,-89.6026,Chevrolet,2015,Avalanche,1,211,93927,44684,2/20/2017,Central,Illinois,61614
False,Carol Stream,Carol Stream,Blue,United States,Pepe Arniz,0.84,41.9166,-88.1208,Nissan,2015,370Z,1,450,19658,3434,9/5/2016,Central,Illinois,60158
False,South Bend,South Bend,Blue,United States,Woody Hunting,0.01,41.5968,-86.293,Mercedes-Benz,2015,S-Class,1,4,89188,6577,8/11/2018,East,Indiana,46634
False,Lexington,Lexington,Blue,United States,Stefan Furlong,0.11,38.0702,-84.591,Jeep,2015,Compass,1,183,74633,11561,4/23/2015,East,Kentucky,40510
True,Henderson,Henderson,Blue,United States,Sonny Lapslie,0.32,36.0384,-115.0857,Ford,2015,Expedition EL,1,566,98036,55400,7/7/2018,West,Nevada,89074
False,New York City,New York City,Blue,United States,Kristofer Edge,0.23,40.754,-73.9808,Honda,2015,CR-V,1,235,97455,48017,8/22/2018,East,New York,10110
False,Albany,Albany,Blue,United States,Novelia McCahill,0.4,42.6149,-73.9708,Lotus,2015,Evora,1,566,89560,1457,4/19/2016,East,New York,12262
False,Oklahoma City,Oklahoma City,Blue,United States,Libby Netti,0.65,35.5514,-97.4075,MINI,2015,Clubman,1,517,84713,21832,7/2/2017,South,Oklahoma,73157
False,Edmond,Edmond,Blue,United States,Robers Adamkiewicz,0.09,35.6665,-97.4798,Scion,2015,xB,1,617,42400,26496,11/16/2017,South,Oklahoma,73034
True,Portland,Portland,Blue,United States,Karia Jore,0.17,45.5078,-122.6897,Buick,2015,Enclave,1,398,10830,3008,2/12/2017,West,Oregon,97201
True,Seattle,Seattle,Blue,United States,Normie Plunkett,0.69,47.6564,-122.3048,Lotus,2015,Evora,1,78,27017,11292,10/25/2017,West,Washington,98195
False,Montgomery,Montgomery,Blue,United States,Miranda Larenson,0.31,32.2334,-86.2085,Aston Martin,2015,DBS,1,654,52232,5674,1/15/2015,South,Alabama,36125
True,Phoenix,Phoenix,Blue,United States,Huntington Crofts,0.58,33.5623,-112.0559,Mitsubishi,2015,Endeavor,1,332,85346,3958,3/25/2018,West,Arizona,85020
True,Fullerton,Fullerton,Blue,United States,Ezmeralda Wakeling,0.47,33.8994,-117.9063,GMC,2015,Terrain,1,78,69846,618,9/22/2018,West,California,92835
True,Palo Alto,Palo Alto,Blue,United States,Bernita Cheers,0.21,37.1894,-121.7053,Lexus,2015,LS Hybrid,1,837,36984,8443,5/29/2018,West,California,94302
False,Washington,Washington,Blue,United States,Cliff Picard,0.13,38.9007,-77.0431,Volkswagen,2015,Rabbit,1,602,83833,8670,7/30/2018,East,District of Columbia,20503
False,Tampa,Tampa,Blue,United States,Kippar De-Ville,0.17,27.872,-82.4388,Buick,2015,LaCrosse,1,807,31719,794,5/23/2017,South,Florida,33680
False,Miami Beach,Miami Beach,Blue,United States,Jeremy Hessenthaler,0.41,25.8486,-80.1446,Chevrolet,2015,Cobalt,1,909,42215,36143,3/5/2017,South,Florida,33141
False,Panama City,Panama City,Blue,United States,Cristal Duncanson,0.24,30.2345,-85.692,Nissan,2015,Titan,1,578,10650,47551,5/17/2015,South,Florida,32412
False,Gainesville,Gainesville,Blue,United States,Sutton Basden,0.74,29.6813,-82.3539,Volkswagen,2015,GTI,1,956,86123,11103,3/31/2016,South,Florida,32627
False,Atlanta,Atlanta,Blue,United States,Marlane Garbutt,0.06,33.8444,-84.474,Volvo,2015,S60,1,436,23921,59887,8/13/2015,South,Georgia,30380
False,Boston,Boston,Blue,United States,Dori Boxill,0.42,42.2868,-71.071,Dodge,2015,Charger,1,597,44675,6387,10/1/2018,East,Massachusetts,02124
False,Battle Creek,Battle Creek,Blue,United States,Northrop Simonard,0.87,42.2464,-85.0045,Jeep,2015,Commander,1,75,59902,25069,9/23/2015,East,Michigan,49018
False,Minneapolis,Minneapolis,Blue,United States,Anny Mainland,0.16,45.0058,-93.4193,Dodge,2015,Viper,1,755,24603,9210,2/1/2016,Central,Minnesota,55441
False,Kansas City,Kansas City,Blue,United States,Kara Belleny,0.53,39.035,-94.3567,Volkswagen,2015,Touareg,1,937,13544,33013,7/7/2017,Central,Missouri,64193
False,New York City,New York City,Blue,United States,Lemmy Turfitt,0.66,40.7808,-73.9772,Dodge,2015,Ram 1500,1,399,81464,5629,6/19/2015,East,New York,10160
False,Albany,Albany,Blue,United States,Baxter Battie,0.29,42.6149,-73.9708,Mitsubishi,2015,Eclipse,1,265,89640,57382,4/25/2018,East,New York,12237
False,Greensboro,Greensboro,Blue,United States,Rosana Walby,0.71,36.0807,-80.0244,Acura,2015,TSX,1,404,46936,1431,5/8/2015,South,North Carolina,27425
False,Lancaster,Lancaster,Blue,United States,Celestyna Lawton,0.89,40.0418,-76.3012,Mitsubishi,2015,Galant,1,860,31120,19273,7/1/2017,East,Pennsylvania,17622
False,Nashville,Nashville,Blue,United States,Lucine Hulson,0.43,36.1901,-86.8053,Audi,2015,S6,1,615,58777,10210,11/4/2015,South,Tennessee,37228
False,Corpus Christi,Corpus Christi,Blue,United States,Arlina Aubert,0.81,27.7262,-97.4078,Aston Martin,2015,DB9,1,36,33580,893,3/22/2017,South,Texas,78415
False,Beaumont,Beaumont,Blue,United States,Tremayne Vedyaev,0.49,30.0211,-94.1157,Audi,2015,A5,1,659,84087,54940,1/3/2016,South,Texas,77705
False,El Paso,El Paso,Blue,United States,Ertha Grady,0.15,31.6948,-106.3,Cadillac,2015,CTS,1,691,97136,6370,11/14/2015,South,Texas,88530
False,Houston,Houston,Blue,United States,Fidel Shorten,0.48,29.6223,-95.26,Dodge,2015,Ram 3500,1,948,85959,3192,6/12/2017,South,Texas,77075
False,Houston,Houston,Blue,United States,Elianora Blampy,0.44,29.834,-95.4342,Ford,2015,Explorer Sport Trac,1,40,84176,13391,4/6/2015,South,Texas,77201
False,Fort Worth,Fort Worth,Blue,United States,Ronnie Luipold,0.18,32.7065,-97.3375,Subaru,2015,Forester,1,378,53033,3260,12/26/2018,South,Texas,76110
False,Houston,Houston,Blue,United States,Gilberte Iacapucci,0.6,29.834,-95.4342,Toyota,2015,Matrix,1,604,57554,15087,6/18/2018,South,Texas,77206
False,Charleston,Charleston,Blue,United States,Falito Bertram,0.26,38.2968,-81.5547,Audi,2015,S4,1,539,42758,11492,11/2/2015,East,West Virginia,25331
False,Mobile,Mobile,Red,United States,Sterne Pulteneye,0.17,30.6589,-88.178,Suzuki,2015,Grand Vitara,1,173,83629,9013,11/16/2015,South,Alabama,36689
True,Escondido,Escondido,Red,United States,Anthea Waddup,0.17,33.0169,-116.846,GMC,2015,Sierra,1,617,72487,13815,1/30/2016,West,California,92030
True,Oakland,Oakland,Red,United States,Torrin O'Gleasane,0.28,37.6802,-121.9215,Honda,2015,Insight,1,84,34796,12973,2/13/2015,West,California,94660
True,Los Angeles,Los Angeles,Red,United States,Domenic O'Mullally,0.75,34.1073,-118.2266,Scion,2015,xB,1,803,22180,18591,1/3/2018,West,California,90065
False,Tallahassee,Tallahassee,Red,United States,Alberta Sturch,0.22,30.5422,-84.1413,Scion,2015,tC,1,803,78485,1988,6/17/2016,South,Florida,32309
False,Peoria,Peoria,Red,United States,Clarita Shoulder,0.01,40.7442,-89.7184,Lincoln,2015,MKZ,1,50,22338,8265,4/16/2017,Central,Illinois,61651
False,Maple Plain,Maple Plain,Red,United States,Herc McKall,0.45,45.0159,-93.4719,Aston Martin,2015,DB9,1,463,41168,8104,8/6/2015,Central,Minnesota,55579
False,Lincoln,Lincoln,Red,United States,Guthry Bittlestone,0.23,40.9317,-96.6045,Lincoln,2015,Navigator,1,563,84641,34248,6/24/2015,Central,Nebraska,68517
False,New Brunswick,New Brunswick,Red,United States,Bari Mercik,0.46,40.43,-74.4173,Hummer,2015,H3,1,550,42689,1295,6/8/2016,East,New Jersey,08922
False,New York City,New York City,Red,United States,Drucie Peaddie,0.89,40.754,-73.9808,Land Rover,2015,LR2,1,86,25277,20923,4/28/2016,East,New York,10110
False,Jamaica,Jamaica,Red,United States,Louie Huntriss,0.1,40.6869,-73.8501,Toyota,2015,Sienna,1,204,27273,46066,6/6/2016,East,New York,11431
False,Columbus,Columbus,Red,United States,Leoline Lissemore,0.53,40.0495,-83.0669,GMC,2015,Sierra 3500,1,543,42810,3139,11/5/2018,East,Ohio,43220
False,Scranton,Scranton,Red,United States,Valdemar Napper,0.77,41.4019,-75.6376,Land Rover,2015,Range Rover,1,554,58892,3669,4/26/2015,East,Pennsylvania,18514
False,Philadelphia,Philadelphia,Red,United States,Kingsley Kobpac,0.8,40.0365,-75.1451,Lincoln,2015,Navigator,1,128,10210,1768,8/16/2017,East,Pennsylvania,19141
False,Arlington,Arlington,Red,United States,Deloris Gionettitti,0.74,32.7714,-97.2915,Lamborghini,2015,Murciélago,1,981,98440,28967,7/7/2016,South,Texas,76004
False,Houston,Houston,Red,United States,Maryjane Tran,0.17,29.834,-95.4342,Land Rover,2015,LR4,1,25,42113,11642,5/1/2018,South,Texas,77293
False,Dallas,Dallas,Red,United States,Andrea Luquet,0.84,32.7887,-96.7676,Mercury,2015,Grand Marquis,1,918,74061,24840,6/9/2018,South,Texas,75226
False,Temple,Temple,Red,United States,Lorrie Skedge,0.15,31.0363,-97.492,Volvo,2015,C70,1,326,19262,26914,7/4/2016,South,Texas,76505
False,Birmingham,Birmingham,Red,United States,Monti Yarnall,0.07,33.5446,-86.9292,Audi,2015,S4,1,951,75039,18983,7/28/2015,South,Alabama,35236
True,San Diego,San Diego,Red,United States,Elsworth Isaak,0.39,33.0169,-116.846,Lotus,2015,Exige,1,357,24010,11913,5/15/2017,West,California,92160
False,Washington,Washington,Red,United States,Natal Hordell,0.16,38.8933,-77.0146,Ford,2015,Expedition,1,219,53705,39967,8/9/2016,East,District of Columbia,20392
False,Chicago,Chicago,Red,United States,Jolene Titherington,0.82,41.9229,-87.6483,Chevrolet,2015,HHR,1,673,62027,7992,8/22/2015,Central,Illinois,60614
False,Chicago,Chicago,Red,United States,Joye Waters,0.31,41.8756,-87.6378,Lexus,2015,HS,1,901,19632,40295,7/30/2016,Central,Illinois,60686
False,Lexington,Lexington,Red,United States,Dorolisa Copcutt,0.43,37.9651,-84.4708,Land Rover,2015,Range Rover,1,42,90615,31253,10/22/2016,East,Kentucky,40515
False,Detroit,Detroit,Red,United States,Susann Klemencic,0.59,42.2719,-83.1545,Jeep,2015,Wrangler,1,692,90779,49082,11/18/2017,East,Michigan,48217
False,Grand Rapids,Grand Rapids,Red,United States,Elmore Donnell,0.77,43.012,-85.6309,Mitsubishi,2015,Lancer,1,160,40141,13294,8/30/2015,East,Michigan,49505
False,Columbus,Columbus,Red,United States,Paige Sked,0.1,39.9523,-83.078,Bentley,2015,Continental GT,1,77,59151,4932,4/5/2016,East,Ohio,43204
False,Oklahoma City,Oklahoma City,Red,United States,Tiffy Jeannel,0.13,35.5514,-97.4075,Kia,2015,Soul,1,794,99375,23358,5/10/2018,South,Oklahoma,73157
True,Salem,Salem,Red,United States,Worden Petkens,0.06,44.8685,-123.0438,Mitsubishi,2015,Eclipse,1,157,95068,3974,7/28/2018,West,Oregon,97306
False,Pittsburgh,Pittsburgh,Red,United States,Donny Niven,0.24,40.4344,-80.0248,Ford,2015,Explorer Sport Trac,1,724,58578,3234,4/24/2017,East,Pennsylvania,15261
False,Sioux Falls,Sioux Falls,Red,United States,Heida Beuscher,0.69,43.6746,-96.7913,GMC,2015,Savana 1500,1,730,20920,3413,7/25/2017,Central,South Dakota,57188
False,Austin,Austin,Red,United States,Giulio Burrow,0.88,30.43,-97.8326,BMW,2015,M5,1,611,55632,25152,4/6/2016,South,Texas,78726
False,El Paso,El Paso,Red,United States,Reube Spohrmann,0.12,31.6948,-106.3,Mercedes-Benz,2015,E-Class,1,778,16952,7752,3/13/2017,South,Texas,88563
False,Norfolk,Norfolk,Red,United States,Lonnie Larratt,0.52,36.9312,-76.2397,Lincoln,2015,MKT,1,196,42155,46962,5/10/2015,East,Virginia,23551
False,Birmingham,Birmingham,Yellow,United States,Salomone Checkley,0.56,33.3538,-86.8254,Cadillac,2015,Escalade,1,213,53456,14006,9/4/2016,South,Alabama,35244
True,Petaluma,Petaluma,Yellow,United States,Shalom Hollyman,0.46,38.4631,-122.99,Chevrolet,2015,Impala,1,715,81739,37462,9/29/2016,West,California,94975
True,San Diego,San Diego,Yellow,United States,Orv Andrez,0.82,33.0169,-116.846,Dodge,2015,Ram 2500,1,946,40462,14133,4/16/2016,West,California,92160
True,Anaheim,Anaheim,Yellow,United States,Tracy Kaines,0.77,33.8356,-117.9132,Ford,2015,Edge,1,171,26831,11241,12/17/2018,West,California,92825
True,Fresno,Fresno,Yellow,United States,Grantley Girodier,0.41,36.7464,-119.6397,Kia,2015,Forte,1,428,47620,35115,8/18/2015,West,California,93715
True,Burbank,Burbank,Yellow,United States,Norbie Ortells,0.85,34.1869,-118.348,Lexus,2015,LS Hybrid,1,585,38425,20020,11/9/2017,West,California,91520
True,Orange,Orange,Yellow,United States,Tad Buten,0.32,33.7867,-117.8742,Saab,2015,9-5,1,716,99772,38600,10/23/2018,West,California,92668
True,Colorado Springs,Colorado Springs,Yellow,United States,Margeaux Dulson,0,38.8247,-104.562,Ford,2015,Explorer,1,811,36259,16164,1/20/2016,West,Colorado,80935
False,Kissimmee,Kissimmee,Yellow,United States,Jereme Judkin,0.49,27.9953,-81.2593,Honda,2015,Fit,1,43,33094,20649,10/15/2018,South,Florida,34745
False,Boca Raton,Boca Raton,Yellow,United States,Dante Vedeniktov,0.17,26.6459,-80.4303,Hyundai,2015,Genesis Coupe,1,391,94190,12640,11/15/2018,South,Florida,33499
False,Saint Petersburg,Saint Petersburg,Yellow,United States,Domenico Kennagh,0.21,27.7391,-82.6435,Kia,2015,Forte,1,796,47948,9134,11/23/2015,South,Florida,33705
False,Jacksonville,Jacksonville,Yellow,United States,Heddie Bruckental,0.9,30.3704,-81.5864,Land Rover,2015,Range Rover,1,918,15422,21084,2/3/2017,South,Florida,32277
False,Metairie,Metairie,Yellow,United States,Melisent Bengtsson,0.32,29.6779,-90.0901,Kia,2015,Sportage,1,237,46704,7191,5/26/2017,South,Louisiana,70033
False,Lansing,Lansing,Yellow,United States,Shaughn Bartalin,0.3,42.7371,-84.5244,Chrysler,2015,Sebring,1,322,40863,12618,1/6/2018,East,Michigan,48912
False,New York City,New York City,Yellow,United States,Oona McColm,0.12,40.7611,-73.968,Mazda,2015,MX-5,1,761,75188,15279,5/2/2016,East,New York,10155
False,Oklahoma City,Oklahoma City,Yellow,United States,Mickey Buckthorp,0.14,35.5514,-97.4075,Bentley,2015,Continental GT,1,461,49278,5432,7/12/2015,South,Oklahoma,73190
False,York,York,Yellow,United States,Rozanne Wheater,0.54,40.0086,-76.5972,GMC,2015,Savana 1500,1,916,71230,30542,6/25/2016,East,Pennsylvania,17405
False,Wilkes Barre,Wilkes Barre,Yellow,United States,Lyndsey Lyptratt,0.28,41.2722,-75.8801,Mazda,2015,RX-8,1,185,26569,3206,7/3/2018,East,Pennsylvania,18768
False,Arlington,Arlington,Yellow,United States,Mollee Gossage,0.27,38.8808,-77.113,Lexus,2015,IS F,1,135,42598,2605,7/23/2018,East,Virginia,22234
True,Gilbert,Gilbert,Green,United States,Carie MacLeod,0.35,33.2781,-111.7096,GMC,2015,Sierra 1500,1,406,75638,12019,8/13/2015,West,Arizona,85297
True,Inglewood,Inglewood,Green,United States,Gwynne Hebblewaite,0.17,33.7866,-118.2987,Chevrolet,2015,Tahoe,1,994,93361,23593,2/7/2015,West,California,90310
True,Riverside,Riverside,Green,United States,Cristine Laxen,0.55,33.9228,-117.4867,Dodge,2015,Ram 2500,1,392,49360,97,3/30/2018,West,California,92505
True,Sacramento,Sacramento,Green,United States,Udell Weatherhill,0.25,38.3774,-121.4444,Hyundai,2015,Elantra,1,606,96904,1510,1/5/2018,West,California,94273
True,San Jose,San Jose,Green,United States,Lou Spittal,0.64,37.3729,-121.856,Lincoln,2015,MKS,1,209,55788,4999,3/27/2016,West,California,95133
True,Pueblo,Pueblo,Green,United States,Gus L'Hommeau,0.52,38.2352,-104.66,BMW,2015,1 Series,1,212,83474,5662,10/7/2017,West,Colorado,81005
False,Duluth,Duluth,Green,United States,Jacklyn Bradlaugh,0.42,33.9845,-84.1529,Honda,2015,Accord,1,62,54623,14593,7/25/2016,South,Georgia,30096
False,Detroit,Detroit,Green,United States,Scotti Fancet,0.68,42.2166,-83.3532,Infiniti,2015,G37,1,955,93649,25539,12/17/2017,East,Michigan,48242
False,White Plains,White Plains,Green,United States,Brice Aindrais,0.51,41.0247,-73.7781,GMC,2015,Savana 2500,1,316,58805,19745,4/14/2018,East,New York,10606
False,Winston Salem,Winston Salem,Green,United States,Ann-marie Linham,0.18,36.0275,-80.2073,Toyota,2015,Sequoia,1,484,81088,22471,6/27/2018,South,North Carolina,27110
False,Mesquite,Mesquite,Green,United States,Stefa O' Mullane,0.52,32.7403,-96.5618,Bentley,2015,Continental GT,1,987,45845,1890,9/21/2015,South,Texas,75185
False,San Antonio,San Antonio,Green,United States,Mattheus Revie,0.06,29.4375,-98.4616,Hyundai,2015,Veracruz,1,788,67959,5172,7/18/2016,South,Texas,78265
False,Houston,Houston,Green,United States,Helena Giannotti,0.89,29.7543,-95.3609,Toyota,2015,Avalon,1,407,24007,37448,11/20/2015,South,Texas,77010
True,Garden Grove,Garden Grove,Yellow,United States,L;urette Hamlett,0.63,33.7661,-117.9738,Chevrolet,2015,Suburban 2500,1,960,75490,9836,6/6/2018,West,California,92844
False,Orlando,Orlando,Yellow,United States,Bo Banthorpe,0.16,28.5469,-81.2571,BMW,2015,X6 M,1,314,25095,12214,1/5/2015,South,Florida,32825
False,Pompano Beach,Pompano Beach,Yellow,United States,North Rahlof,0.06,26.2288,-80.1635,Ford,2015,F-Series Super Duty,1,874,83617,7524,6/22/2018,South,Florida,33069
False,Aurora,Aurora,Yellow,United States,Mead Bourthoumieux,0.01,41.7582,-88.2971,GMC,2015,Acadia,1,953,11448,27725,3/16/2016,Central,Illinois,60505
False,Lafayette,Lafayette,Yellow,United States,Gran Philpot,0.19,30.2023,-92.0188,GMC,2015,Canyon,1,813,58205,6323,12/21/2018,South,Louisiana,70505
False,Baton Rouge,Baton Rouge,Yellow,United States,Uta Heavy,0.13,30.3633,-91.0919,Maybach,2015,62,1,212,75454,9579,7/9/2016,South,Louisiana,70810
False,Young America,Young America,Yellow,United States,Cecil Leppington,0.73,44.8055,-93.7665,Aston Martin,2015,Vantage,1,687,25685,8121,6/20/2016,Central,Minnesota,55564
False,Jackson,Jackson,Yellow,United States,Dodie Grover,0.88,32.2832,-90.2306,Dodge,2015,Ram,1,852,76868,24923,8/25/2017,South,Mississippi,39204
False,Saint Louis,Saint Louis,Yellow,United States,Darcie Votier,0.67,38.5814,-90.2625,Acura,2015,ZDX,1,975,92050,6831,2/7/2017,Central,Missouri,63116
False,Kansas City,Kansas City,Yellow,United States,Antoine Sikorski,0.8,39.0187,-94.4008,Ford,2015,F350,1,251,25846,0,2/10/2018,Central,Missouri,64136
True,Reno,Reno,Yellow,United States,Marys Hakewell,0.52,39.7699,-119.6027,Ferrari,2015,California,1,349,40866,22298,6/14/2018,West,Nevada,89510
True,Sparks,Sparks,Yellow,United States,Valeda Scriven,0.33,39.6269,-119.7081,Ford,2015,F250,1,578,53828,23989,3/6/2018,West,Nevada,89436
False,Cincinnati,Cincinnati,Yellow,United States,Marya Condy,0.58,39.1802,-84.4204,Bentley,2015,Continental GT,1,566,96129,366,10/3/2015,East,Ohio,45213
False,Dayton,Dayton,Yellow,United States,Alicia Filyukov,0.11,39.7617,-84.1498,Chevrolet,2015,Silverado 2500,1,774,38910,3421,5/4/2017,East,Ohio,45403
False,Cincinnati,Cincinnati,Yellow,United States,Danni Haithwaite,0.53,39.1092,-84.6108,Kia,2015,Forte,1,781,75462,28982,2/11/2018,East,Ohio,45238
False,Memphis,Memphis,Yellow,United States,Terrell Morant,0.38,35.2017,-89.9715,Bentley,2015,Continental GTC,1,369,59431,31804,5/18/2017,South,Tennessee,38161
False,Murfreesboro,Murfreesboro,Yellow,United States,Maurice Koeppe,0.47,35.8596,-86.421,Kia,2015,Forte,1,88,73722,24094,6/10/2017,South,Tennessee,37131
False,Nashville,Nashville,Yellow,United States,Tabb Dragon,0.31,36.0641,-86.7697,Nissan,2015,GT-R,1,618,84646,224,1/25/2015,South,Tennessee,37220
False,Huntsville,Huntsville,Yellow,United States,Katuscha Borges,0.67,30.7813,-95.5953,Kia,2015,Rondo,1,658,55772,40482,3/16/2016,South,Texas,77343
False,San Antonio,San Antonio,Yellow,United States,Zechariah Feak,0.4,29.3875,-98.5245,Volkswagen,2015,CC,1,373,19603,15610,1/29/2018,South,Texas,78225
False,Arlington,Arlington,Yellow,United States,Mae Deason,0.86,38.8808,-77.113,Land Rover,2015,LR4,1,629,31080,5835,8/17/2018,East,Virginia,22212
True,Seattle,Seattle,Yellow,United States,Andria Buffin,0.06,47.4323,-121.8034,Jeep,2015,Patriot,1,203,79797,0,10/26/2015,West,Washington,98185
False,Birmingham,Birmingham,Yellow,United States,Nicolas Coulthard,0.74,33.5225,-86.8094,Mazda,2015,RX-8,1,17,75846,37794,2/27/2017,South,Alabama,35263
True,Scottsdale,Scottsdale,Yellow,United States,Genni Lerway,0.63,33.2765,-112.1872,Volkswagen,2015,GTI,1,31,94378,7027,4/8/2017,West,Arizona,85271
False,Fort Smith,Fort Smith,Yellow,United States,Lindsay Salzberger,0.81,35.2502,-94.3703,Lexus,2015,LS,1,605,90729,2134,1/7/2015,South,Arkansas,72916
True,Pasadena,Pasadena,Yellow,United States,Clifford Casa,0.87,34.1478,-118.1436,Ford,2015,E-Series,1,221,64246,23593,1/15/2016,West,California,91199
True,San Bernardino,San Bernardino,Yellow,United States,Holly-anne Glisane,0.79,34.1069,-117.2975,Mercedes-Benz,2015,C-Class,1,339,24947,24854,4/26/2016,West,California,92410
False,Washington,Washington,Yellow,United States,Ramsay Seabrocke,0.09,38.8933,-77.0146,Lincoln,2015,Town Car,1,754,88923,11422,11/18/2017,East,District of Columbia,20310
False,Washington,Washington,Yellow,United States,Josie Allday,0.19,38.8959,-77.0211,Lincoln,2015,MKT,1,223,36119,31375,3/4/2017,East,District of Columbia,20436
False,Fort Pierce,Fort Pierce,Yellow,United States,Leonidas Larderot,0.02,27.4049,-80.3623,Jeep,2015,Liberty,1,653,39267,5039,6/26/2015,South,Florida,34981
False,Sarasota,Sarasota,Yellow,United States,Tandi Fisbey,0.23,27.2427,-82.4751,Nissan,2015,Xterra,1,719,74658,8636,6/7/2016,South,Florida,34238
False,Tampa,Tampa,Yellow,United States,Derron Riche,0.87,27.872,-82.4388,Toyota,2015,RAV4,1,216,47780,9599,12/7/2018,South,Florida,33686
False,Atlanta,Atlanta,Yellow,United States,Rebe Shillington,0.36,33.8444,-84.474,GMC,2015,Yukon XL 1500,1,603,91158,35088,10/2/2018,South,Georgia,30343
False,Chicago,Chicago,Yellow,United States,Coriss Balderstone,0.02,41.8097,-87.6533,Audi,2015,S6,1,23,37512,907,5/8/2018,Central,Illinois,60609
False,Chicago,Chicago,Yellow,United States,Maridel Rames,0.05,41.8784,-87.633,Lamborghini,2015,Gallardo,1,51,92275,9892,6/16/2018,Central,Illinois,60604
False,New Orleans,New Orleans,Yellow,United States,Malanie Gatiss,0.09,30.033,-89.8826,Hyundai,2015,Elantra,1,269,48705,14560,2/7/2017,South,Louisiana,70165
False,Annapolis,Annapolis,Yellow,United States,Claudianus Cranmore,0.7,39.0305,-76.5515,Hummer,2015,H3,1,169,60356,40231,3/20/2016,East,Maryland,21405
False,Annapolis,Annapolis,Yellow,United States,Wilhelmina Chatwin,0.44,39.0305,-76.5515,Jeep,2015,Commander,1,814,73697,17740,10/6/2015,East,Maryland,21405
