Abbreviation,Profitable?,Profit Ratio,City,Column,Customer Name,Customer Segment,Discount,Number of Records,Order Date (copy),Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Row,Sales,Ship Date,Ship Mode,Shipping Cost,State (Extract),State,Unit Price,Zip Code
CT,False,-4%,Seymour,11,Karl Brown,Corporate,0.05,1,11/15/2014,11/15/2014,14662,High,24,0.35,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,-1.78,East,2053,3,39.69,11/16/2014,Regular Air,1,Connecticut,Connecticut,1.68,06478
MA,True,+25%,Southbridge,10.5,Karl Brown,Corporate,0.01,1,11/15/2014,11/15/2014,14662,High,48,0.59,Technology,Small Box,M70,Telephones and Communication,1275.669,East,2054,2,5139.882,11/16/2014,Regular Air,8.99,Massachusetts,Massachusetts,125.99,01550
IL,False,-62%,Saint Charles,6,Dorothy Wardle,Corporate,0.09,1,11/15/2014,11/15/2014,6982,Not Specified,5,0.78,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,-338.27,Central,965,3,544.41,11/17/2014,Delivery Truck,57.38,Illinois,Illinois,100.98,60174
IL,True,+6%,Saint Charles,6,Dorothy Wardle,Corporate,0.04,1,11/15/2014,11/15/2014,6982,Not Specified,41,0.49,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,52.56,Central,966,3,844.09,11/17/2014,Regular Air,10.49,Illinois,Illinois,19.98,60174
CO,True,+6%,Longmont,3.5,Art Miller,Corporate,0.08,1,11/15/2014,11/15/2014,41413,Low,46,0.57,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,108.65,West,5838,4,1765.64,11/17/2014,Regular Air,14.45,Colorado,Colorado,40.97,80501
UT,False,-42%,American Fork,4,Grace Kelly,Consumer,0.07,1,11/15/2014,11/15/2014,57121,Not Specified,42,0.36,Office Supplies,Small Box,Xerox 1949,Paper,-84.26,West,7989,5,199.24,11/17/2014,Regular Air,4.72,Utah,Utah,4.98,84003
IL,True,+31%,Romeoville,6,Dorothy Wardle,Corporate,0,1,11/15/2014,11/15/2014,6982,Not Specified,32,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,407.44,Central,964,3,1311.25,11/17/2014,Express Air,1.99,Illinois,Illinois,39.48,60441
UT,False,-159%,American Fork,4,Grace Kelly,Consumer,0.01,1,11/15/2014,11/15/2014,57121,Not Specified,3,0.56,Technology,Small Box,T65,Telephones and Communication,-800.888,West,7990,5,504.6705,11/17/2014,Regular Air,4.2,Utah,Utah,195.99,84003
CO,False,-32%,Longmont,3.5,Art Miller,Corporate,0.01,1,11/15/2014,11/15/2014,41413,Low,23,0.37,Office Supplies,Small Box,Xerox 2,Paper,-49.6,West,5839,4,156.5,11/19/2014,Regular Air,6,Colorado,Colorado,6.48,80501
CO,False,-6%,Longmont,3.5,Art Miller,Corporate,0.08,1,11/15/2014,11/15/2014,41413,Low,17,0.37,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,-597.21,West,5837,4,10134.55,11/22/2014,Regular Air,24.49,Colorado,Colorado,599.99,80501
NY,True,+37%,Watertown,9.5,Ben Wallace,Home Office,0.07,1,11/16/2014,11/16/2014,15264,Medium,13,0.38,Office Supplies,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,Labels,33.05,East,2137,2,90.15,11/16/2014,Regular Air,0.49,New York,New York,7.31,13601
FL,True,+12%,Palm Beach Gardens,8.5,Katherine Ducich,Corporate,0.09,1,11/16/2014,11/16/2014,46951,Critical,26,0.58,Technology,Small Box,8890,Telephones and Communication,284.589,South,6598,8,2379.3285,11/17/2014,Regular Air,5.92,Florida,Florida,115.99,33403
NY,False,-11%,Watertown,9.5,Ben Wallace,Home Office,0.07,1,11/16/2014,11/16/2014,15264,Medium,3,0.35,Office Supplies,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,-408.2155,East,2136,2,3581.52,11/18/2014,Regular Air,19.99,New York,New York,1270.99,13601
CA,True,+0%,Pasadena,2,Maris LaWare,Home Office,0.09,1,11/16/2014,11/16/2014,44003,Low,38,0.38,Office Supplies,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,0.8585,West,6214,5,202.42,11/20/2014,Regular Air,2.99,California,California,5.34,91104
FL,True,+19%,Coconut Creek,8.5,Gary Hwang,Home Office,0.06,1,11/17/2014,11/17/2014,35687,Not Specified,48,0.48,Furniture,Small Pack,Nu-Dell Executive Frame,Office Furnishings,115.24,South,5006,8,620.23,11/18/2014,Express Air,4.98,Florida,Florida,12.64,33063
PA,True,+3%,Monroeville,9,Kalyca Meade,Corporate,0.07,1,11/17/2014,11/17/2014,21859,High,42,0.41,Furniture,Small Box,"Staples 10"" Round Wall Clock",Office Furnishings,13.31,East,3044,3,401.37,11/18/2014,Regular Air,5.71,Pennsylvania,Pennsylvania,9.74,15146
OH,True,+8%,Youngstown,8,Jas O'Carroll,Corporate,0.09,1,11/17/2014,11/17/2014,29383,Medium,30,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,16.97,East,4142,3,217.42,11/18/2014,Regular Air,4,Ohio,Ohio,7.59,44511
OH,False,-66%,Willoughby,8,Jas O'Carroll,Corporate,0.04,1,11/17/2014,11/17/2014,29383,Medium,28,0.37,Office Supplies,Small Box,Xerox 227,Paper,-129.42,East,4140,3,195.11,11/18/2014,Regular Air,8.73,Ohio,Ohio,6.48,44094
FL,True,+4%,Plant City,8.5,Rick Bensley,Consumer,0.06,1,11/17/2014,11/17/2014,32647,High,27,0.66,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,348.84,South,4592,8,9541.04,11/19/2014,Delivery Truck,84.84,Florida,Florida,348.21,33566
OH,False,-1%,Reynoldsburg,8,Sally Hughsby,Consumer,0.02,1,11/17/2014,11/17/2014,59009,Critical,19,0.4,Office Supplies,Small Box,Xerox 197,Paper,-7.02,East,8251,3,614.91,11/19/2014,Express Air,17.08,Ohio,Ohio,30.98,43068
AZ,True,+29%,Kingman,3,Benjamin Patterson,Corporate,0.06,1,11/17/2014,11/17/2014,36640,Not Specified,18,0.43,Technology,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Computer Peripherals,119.47,West,5135,5,416.39,11/19/2014,Express Air,1.99,Arizona,Arizona,22.24,86401
FL,False,-8%,Plant City,8.5,Rick Bensley,Consumer,0.07,1,11/17/2014,11/17/2014,32647,High,32,0.77,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,-56.83,South,4591,8,671.75,11/19/2014,Regular Air,4,Florida,Florida,20.97,33566
OH,True,+20%,Willoughby,8,Jas O'Carroll,Corporate,0.07,1,11/17/2014,11/17/2014,29383,Medium,29,0.58,Technology,Small Box,DPC 650 Piper,Telephones and Communication,556.83,East,4141,3,2738.785,11/19/2014,Regular Air,2.5,Ohio,Ohio,115.99,44094
OH,False,-30%,Willoughby,8,Jas O'Carroll,Corporate,0.07,1,11/17/2014,11/17/2014,29383,Medium,20,0.74,Technology,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,-46.89,East,4139,3,157.13,11/19/2014,Regular Air,2.38,Ohio,Ohio,8.32,44094
ID,True,+17%,Eagle,2,Tom Prescott,Small Business,0,1,11/17/2014,11/17/2014,51200,Medium,29,0.62,Technology,Small Box,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Computer Peripherals,271.9,West,7172,3,1617.88,11/20/2014,Regular Air,5.5,Idaho,Idaho,53.98,83616
MI,False,-53%,Ann Arbor,7.5,Giulietta Weimer,Corporate,0.1,1,11/17/2014,11/17/2014,20960,Low,19,0.64,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,-104.82,Central,2901,2,195.96,11/22/2014,Regular Air,6.5,Michigan,Michigan,10.97,48104
MD,False,-22%,Camp Springs,8.5,Gene McClure,Consumer,0.07,1,11/18/2014,11/18/2014,32069,Not Specified,8,0.56,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,-240.3114,East,4506,4,1100,11/18/2014,Delivery Truck,17.85,Maryland,Maryland,145.45,20746
IL,True,+48%,Bloomington,6,Beth Thompson,Corporate,0.04,1,11/18/2014,11/18/2014,49952,High,12,0.65,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,630.28,Central,6991,3,1323.67,11/19/2014,Express Air,5.81,Illinois,Illinois,107.53,61701
FL,True,+6%,Carol City,8.5,Gary McGarr,Home Office,0.03,1,11/18/2014,11/18/2014,26176,High,30,0.58,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,34.011,South,3657,8,554.4295,11/19/2014,Regular Air,4.81,Florida,Florida,20.99,33055
IL,False,-15%,Galesburg,6,Julia West,Small Business,0.05,1,11/18/2014,11/18/2014,25318,Critical,22,0.49,Furniture,Small Box,12-1/2 Diameter Round Wall Clock,Office Furnishings,-65.18,Central,3552,3,440.92,11/20/2014,Express Air,10.49,Illinois,Illinois,19.98,61401
FL,False,-89%,Casselberry,8.5,Gene McClure,Consumer,0.09,1,11/18/2014,11/18/2014,32069,Not Specified,17,0.36,Office Supplies,Small Box,Xerox 1993,Paper,-102.24,South,4507,8,114.94,11/20/2014,Regular Air,9.68,Florida,Florida,6.48,32707
AR,True,+27%,Conway,6,Steve Chapman,Corporate,0.03,1,11/18/2014,11/18/2014,37252,Low,21,0.59,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,408.73,South,5232,5,1503.49,11/20/2014,Regular Air,3.5,Arkansas,Arkansas,70.97,72032
FL,False,-71%,Carol City,8.5,Gary McGarr,Home Office,0.06,1,11/18/2014,11/18/2014,26176,High,14,0.37,Office Supplies,Small Box,Xerox 217,Paper,-66.87,South,3656,8,94.32,11/20/2014,Regular Air,8.19,Florida,Florida,6.48,33055
MT,False,-99%,Bozeman,2.5,Ken Dana,Small Business,0.09,1,11/18/2014,11/18/2014,25318,Critical,1,0.37,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-3.1625,West,3553,2,3.2,11/20/2014,Regular Air,1.49,Montana,Montana,1.88,59715
AR,False,-2%,Conway,6,Steve Chapman,Corporate,0.1,1,11/18/2014,11/18/2014,37252,Low,50,0.45,Technology,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,-37.19,South,5234,5,2337.03,11/20/2014,Regular Air,19.99,Arkansas,Arkansas,49.99,72032
AR,False,-294%,Conway,6,Steve Chapman,Corporate,0.02,1,11/18/2014,11/18/2014,37252,Low,1,0.74,Technology,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,-31.2,South,5233,5,10.62,11/22/2014,Regular Air,2.38,Arkansas,Arkansas,8.32,72032
MI,True,+28%,Jackson,7.5,Philisse Overcash,Small Business,0.09,1,11/18/2014,11/18/2014,27298,Low,40,0.46,Technology,Large Box,Canon PC-428 Personal Copier,Copiers and Fax,2154.33,Central,3827,2,7813.7,11/22/2014,Regular Air,24.49,Michigan,Michigan,199.99,49201
AR,True,+26%,Fayetteville,6,Steve Chapman,Corporate,0.03,1,11/18/2014,11/18/2014,37252,Low,34,0.62,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,7497.55,South,5235,5,29345.27,11/23/2014,Delivery Truck,44.55,Arkansas,Arkansas,880.98,72701
IA,False,-34%,Mason City,5,Sally Knutson,Corporate,0.08,1,11/18/2014,11/18/2014,44256,Low,17,0.37,Office Supplies,Small Box,Xerox 226,Paper,-38.72,Central,6247,3,114.28,11/23/2014,Regular Air,5.84,Iowa,Iowa,6.48,50401
MI,False,-33%,Jackson,7.5,Philisse Overcash,Small Business,0.04,1,11/18/2014,11/18/2014,27298,Low,31,0.38,Office Supplies,Small Box,Xerox 190,Paper,-54.36,Central,3828,2,164.92,11/23/2014,Regular Air,4.86,Michigan,Michigan,4.98,49201
IA,True,+10%,Mason City,5,Sally Knutson,Corporate,0.1,1,11/18/2014,11/18/2014,44256,Low,49,0.59,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,182.15,Central,6248,3,1889.04,11/25/2014,Express Air,8.99,Iowa,Iowa,40.97,50401
MN,True,+31%,Roseville,4.5,Bart Watters,Corporate,0,1,11/18/2014,11/18/2014,55873,Low,48,0.56,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,4875.89,Central,7809,2,15602.93,11/25/2014,Delivery Truck,26.53,Minnesota,Minnesota,306.14,55113
IA,True,+16%,Marshalltown,5,Sally Knutson,Corporate,0.09,1,11/18/2014,11/18/2014,44256,Low,39,0.4,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,48.45,Central,6246,3,301.36,11/27/2014,Regular Air,2.87,Iowa,Iowa,8.01,50158
TN,True,+46%,Morristown,7,Beth Fritzler,Small Business,0.08,1,11/19/2014,11/19/2014,26214,Medium,41,0.44,Furniture,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Office Furnishings,870.8,South,3661,5,1901.29,11/20/2014,Regular Air,6.77,Tennessee,Tennessee,46.94,37814
TN,True,+42%,Morristown,7,Beth Fritzler,Small Business,0.1,1,11/19/2014,11/19/2014,26214,Medium,19,0.4,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,128.17,South,3660,5,305.68,11/20/2014,Express Air,1.39,Tennessee,Tennessee,15.74,37814
CA,True,+16%,Santa Ana,2,Bobby Trafton,Small Business,0.1,1,11/20/2014,11/20/2014,56484,Not Specified,6,0.35,Office Supplies,Small Box,Surelock™ Post Binders,Binders and Binder Accessories,28.339,West,7896,5,176.58,11/21/2014,Regular Air,2.99,California,California,30.56,92704
CA,False,-15%,Santa Ana,2,Bobby Trafton,Small Business,0,1,11/20/2014,11/20/2014,56484,Not Specified,15,0.67,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,-173.66,West,7897,5,1121.84,11/21/2014,Regular Air,12.14,California,California,73.98,92704
AL,False,-136%,Montgomery,7.5,Patrick Gardner,Consumer,0.03,1,11/20/2014,11/20/2014,47747,High,40,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-138.51,South,6703,6,102.15,11/22/2014,Express Air,5.33,Alabama,Alabama,2.08,36116
OR,False,-84%,Springfield,1.5,Catherine Glotzbach,Home Office,0.07,1,11/20/2014,11/20/2014,42370,High,33,0.4,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Binders and Binder Accessories,-105.8345,West,5975,4,125.27,11/22/2014,Regular Air,4.83,Oregon,Oregon,3.81,97477
MD,True,+19%,Bowie,8.5,Matt Collister,Home Office,0.03,1,11/21/2014,11/21/2014,26948,High,21,0.52,Office Supplies,Wrap Bag,Dixon Ticonderoga Core-Lock Colored Pencils,Pens & Art Supplies,38.6,East,3774,4,203.55,11/22/2014,Express Air,2.25,Maryland,Maryland,9.11,20715
MD,True,+46%,Bethesda,8.5,Matt Collister,Home Office,0.01,1,11/21/2014,11/21/2014,6433,Medium,41,0.38,Office Supplies,Small Box,Avery 487,Labels,73.89,East,894,4,159.26,11/22/2014,Regular Air,0.5,Maryland,Maryland,3.69,20814
GA,False,-59%,College Park,8,Matt Collister,Home Office,0.05,1,11/21/2014,11/21/2014,26948,High,38,0.38,Office Supplies,Small Box,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,-160.402,South,3775,7,273.89,11/22/2014,Regular Air,7.72,Georgia,Georgia,7.3,30337
WI,True,+28%,Franklin,5.5,Michelle Ellison,Consumer,0.1,1,11/21/2014,11/21/2014,10342,Medium,38,0.5,Technology,Large Box,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Copiers and Fax,2925.37,Central,1433,2,10567.45,11/22/2014,Regular Air,11.64,Wisconsin,Wisconsin,299.99,53132
WI,False,-31%,Franklin,5.5,Michelle Ellison,Consumer,0.01,1,11/21/2014,11/21/2014,10342,Medium,45,0.76,Furniture,Jumbo Box,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,-1623.6,Central,1432,2,5181.08,11/23/2014,Delivery Truck,58.72,Wisconsin,Wisconsin,114.98,53132
WI,True,+19%,Franklin,5.5,Michelle Ellison,Consumer,0.01,1,11/21/2014,11/21/2014,10342,Medium,38,0.57,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,324.47,Central,1434,2,1679.04,11/23/2014,Regular Air,14.45,Wisconsin,Wisconsin,40.97,53132
GA,False,-28%,Kennesaw,8,William Brown,Home Office,0,1,11/21/2014,11/21/2014,34913,Medium,15,0.37,Office Supplies,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,-29.8885,South,4905,7,107.63,11/23/2014,Regular Air,5.48,Georgia,Georgia,6.81,30144
WI,False,-114%,Franklin,5.5,Michelle Ellison,Consumer,0.05,1,11/21/2014,11/21/2014,10342,Medium,2,0.36,Technology,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Office Machines,-2342.0052,Central,1435,2,2055.97,11/23/2014,Express Air,13.99,Wisconsin,Wisconsin,999.99,53132
MN,False,-43%,Red Wing,4.5,Ken Heidel,Corporate,0.06,1,11/22/2014,11/22/2014,36359,High,2,0.4,Office Supplies,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,-29.6,Central,5106,2,68.66,11/23/2014,Regular Air,5.76,Minnesota,Minnesota,30.98,55066
CA,True,+23%,Moreno Valley,2,Grant Thornton,Corporate,0.06,1,11/23/2014,11/23/2014,12930,High,49,0.55,Office Supplies,Small Box,Belkin F5C206VTEL 6 Outlet Surge,Appliances,261.87,West,1808,5,1147.64,11/24/2014,Regular Air,4.5,California,California,22.98,92553
NJ,True,+6%,Irvington,10,Bart Folk,Corporate,0.04,1,11/23/2014,11/23/2014,37893,Not Specified,14,0.51,Technology,Small Box,Logitech Cordless Access Keyboard,Computer Peripherals,25.69,East,5334,3,436.78,11/24/2014,Regular Air,5.5,New Jersey,New Jersey,29.99,07111
IL,True,+10%,Decatur,6,Grant Carroll,Small Business,0,1,11/24/2014,11/24/2014,29795,High,48,0.72,Furniture,Jumbo Box,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,813.83,Central,4194,3,8380.22,11/25/2014,Delivery Truck,35.02,Illinois,Illinois,160.98,62521
IL,True,+46%,Danville,6,Grant Carroll,Small Business,0.05,1,11/24/2014,11/24/2014,29795,High,49,0.38,Office Supplies,Small Box,Fellowes PB300 Plastic Comb Binding Machine,Binders and Binder Accessories,8793.539,Central,4193,3,19325.2,11/25/2014,Regular Air,19.99,Illinois,Illinois,387.99,61832
FL,False,-9%,Deltona,8.5,Joseph Airdo,Consumer,0.1,1,11/24/2014,11/24/2014,22304,Low,24,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,-3.73,South,3107,8,40.24,11/28/2014,Regular Air,0.7,Florida,Florida,1.76,32725
TX,False,-21%,Sulphur Springs,4,Erica Smith,Small Business,0.07,1,11/24/2014,11/24/2014,56039,Low,23,0.37,Office Supplies,Small Box,Xerox 1977,Paper,-33.15,Central,7840,7,156.66,11/29/2014,Regular Air,5.2,Texas,Texas,6.68,75482
VA,False,-48%,Mechanicsville,8,Liz MacKendrick,Corporate,0.08,1,11/25/2014,11/25/2014,21731,Low,26,0.59,Office Supplies,Large Box,Euro Pro Shark Stick Mini Vacuum,Appliances,-750.82,South,3022,5,1580.57,11/25/2014,Regular Air,49,Virginia,Virginia,60.98,23111
WI,True,+11%,Wausau,5.5,Victoria Wilson,Home Office,0.04,1,11/25/2014,11/25/2014,30532,High,23,0.36,Office Supplies,Small Box,#10 Self-Seal White Envelopes,Envelopes,27.55,Central,4285,2,262.31,11/26/2014,Express Air,5.25,Wisconsin,Wisconsin,11.09,54401
WI,False,-7%,Wausau,5.5,Victoria Wilson,Home Office,0.03,1,11/25/2014,11/25/2014,30532,High,28,0.36,Office Supplies,Small Box,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Binders and Binder Accessories,-28.6695,Central,4284,2,431.37,11/26/2014,Regular Air,9.73,Wisconsin,Wisconsin,15.22,54401
WI,False,-5%,Wauwatosa,5.5,Victoria Wilson,Home Office,0.04,1,11/25/2014,11/25/2014,30532,High,9,0.74,Furniture,Jumbo Box,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,-82.81,Central,4287,2,1696.7,11/27/2014,Delivery Truck,23.58,Wisconsin,Wisconsin,180.98,53213
WI,True,+16%,Wausau,5.5,Victoria Wilson,Home Office,0.05,1,11/25/2014,11/25/2014,30532,High,45,0.36,Office Supplies,Small Box,Xerox 188,Paper,82.19,Central,4286,2,514.03,11/27/2014,Regular Air,5.01,Wisconsin,Wisconsin,11.34,54401
MA,True,+30%,North Andover,10.5,Bradley Talbott,Small Business,0.09,1,11/25/2014,11/25/2014,56900,Not Specified,16,0.37,Office Supplies,Wrap Bag,Advantus SlideClip™ Paper Clips,Rubber Bands,16.11,East,7961,2,54.32,11/27/2014,Regular Air,0.7,Massachusetts,Massachusetts,3.41,01845
FL,False,-63%,North Port,8.5,Steven Ward,Consumer,0.01,1,11/25/2014,11/25/2014,3622,Low,16,0.35,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-48.507,South,533,8,76.6,11/30/2014,Regular Air,5.41,Florida,Florida,4.24,34287
WI,True,+5%,Oshkosh,5.5,Sean Miller,Small Business,0.08,1,11/25/2014,11/25/2014,20804,Low,13,0.56,Technology,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,215.31,Central,2881,2,4393.75,12/2/2014,Delivery Truck,14.7,Wisconsin,Wisconsin,442.14,54901
OR,False,-56%,Gresham,1.5,Adrian Barton,Small Business,0,1,11/26/2014,11/26/2014,51553,Not Specified,3,0.39,Technology,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,Office Machines,-11984.3979,West,7223,4,21366.51,11/27/2014,Regular Air,24.49,Oregon,Oregon,6783.02,97030
MO,False,-89%,Overland,5.5,Annie Thurman,Consumer,0.05,1,11/26/2014,11/26/2014,52071,Not Specified,1,0.41,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,-11.39,Central,7306,4,12.74,11/28/2014,Regular Air,4.95,Missouri,Missouri,7.96,63114
OR,True,+10%,Hillsboro,1.5,Adrian Barton,Small Business,0.02,1,11/26/2014,11/26/2014,51553,Not Specified,34,0.38,Office Supplies,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,32.47,West,7224,4,320.04,11/28/2014,Express Air,4.39,Oregon,Oregon,9.27,97123
MO,False,-3%,Overland,5.5,Annie Thurman,Consumer,0.01,1,11/26/2014,11/26/2014,52071,Not Specified,14,0.36,Office Supplies,Small Box,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,-4.4275,Central,7305,4,136.85,11/28/2014,Regular Air,5.6,Missouri,Missouri,8.85,63114
OR,False,-32%,Hillsboro,1.5,Adrian Barton,Small Business,0.03,1,11/26/2014,11/26/2014,51553,Not Specified,12,0.37,Office Supplies,Small Box,Xerox 1968,Paper,-28.25,West,7225,4,88.57,11/28/2014,Regular Air,6.15,Oregon,Oregon,6.68,97123
OR,False,-52%,Keizer,1.5,Adrian Barton,Small Business,0.1,1,11/26/2014,11/26/2014,51553,Not Specified,13,0.36,Office Supplies,Small Box,Xerox 1978,Paper,-38.35,West,7226,4,73.97,11/29/2014,Regular Air,5.67,Oregon,Oregon,5.78,97303
CA,False,-25%,El Dorado Hills,2,Sara Luxemburg,Corporate,0.03,1,11/27/2014,11/27/2014,26437,Critical,4,0.55,Furniture,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,-12.98,West,3700,5,52.43,11/28/2014,Express Air,6.22,California,California,9.65,95630
LA,False,-24%,Metairie,5.5,Rob Beeghly,Consumer,0.09,1,11/27/2014,11/27/2014,31520,High,23,0.41,Furniture,Small Box,Eldon Wave Desk Accessories,Office Furnishings,-33.16,South,4417,6,138.71,11/28/2014,Regular Air,5.57,Louisiana,Louisiana,5.89,70003
CA,True,+19%,El Dorado Hills,2,Sara Luxemburg,Corporate,0.08,1,11/27/2014,11/27/2014,26437,Critical,48,0.6,Office Supplies,Wrap Bag,Newell 314,Pens & Art Supplies,49.05,West,3701,5,254.51,11/29/2014,Regular Air,0.7,California,California,5.58,95630
ID,False,-57%,Rexburg,2,Tamara Manning,Corporate,0.07,1,11/27/2014,11/27/2014,51842,Low,4,0.82,Office Supplies,Large Box,Tennsco Regal Shelving Units,Storage & Organization,-244.33,West,7267,3,431.11,12/1/2014,Regular Air,35,Idaho,Idaho,101.41,83440
ID,False,-35%,Rexburg,2,Tamara Manning,Corporate,0.02,1,11/27/2014,11/27/2014,51842,Low,1,0.38,Office Supplies,Small Box,Xerox 1891,Paper,-19.09,West,7266,3,54.22,12/2/2014,Regular Air,5.81,Idaho,Idaho,48.91,83440
WV,False,-22%,Fairmont,7.5,Grant Carroll,Corporate,0.01,1,11/28/2014,11/28/2014,49477,Medium,9,0.36,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,-16.56,East,6933,4,75.94,11/28/2014,Regular Air,5.83,West Virginia,West Virginia,7.64,26554
NY,False,-9%,West Islip,9.5,Brenda Bowman,Small Business,0.08,1,11/28/2014,11/28/2014,53411,Critical,25,0.75,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,-57.53,East,7481,2,667.64,11/29/2014,Regular Air,4,New York,New York,27.48,11795
CA,True,+21%,Redondo Beach,2,David Bremer,Corporate,0.08,1,11/28/2014,11/28/2014,56130,Medium,13,0.47,Furniture,Small Pack,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Office Furnishings,52.33,West,7850,5,246.06,11/30/2014,Regular Air,8.99,California,California,18.7,90278
CA,False,-61%,Redondo Beach,2,David Bremer,Corporate,0.05,1,11/28/2014,11/28/2014,56130,Medium,25,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-25.52,West,7851,5,41.87,11/30/2014,Regular Air,1.57,California,California,1.68,90278
ID,True,+44%,Nampa,2,Sung Pak,Small Business,0.03,1,11/28/2014,11/28/2014,3046,High,24,0.35,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,4451.008,West,449,3,10094.43,11/30/2014,Regular Air,19.99,Idaho,Idaho,420.98,83686
PA,False,-6%,Harrisburg,9,Jim Sink,Corporate,0.04,1,11/29/2014,11/29/2014,19523,High,44,0.39,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,-10,East,2699,3,155.78,11/30/2014,Regular Air,2.2,Pennsylvania,Pennsylvania,3.6,17112
MN,True,+42%,Shoreview,4.5,Dennis Bolton,Small Business,0.05,1,11/29/2014,11/29/2014,4579,High,40,0.39,Office Supplies,Small Box,Satellite Sectional Post Binders,Binders and Binder Accessories,749.2155,Central,649,2,1765.05,11/30/2014,Regular Air,2.99,Minnesota,Minnesota,43.41,55126
